언론사,섹션,발행시각,제목,URL
SBS,경제,2026-09-14 11:40,8월 서울 토지거래허가 신청 3천12건…작년 10월 이래 최저,https://n.news.naver.com/article/055/0001388108
SBS,사회,2026-09-14 11:39,"""피싱 당했어요""…'번호 중지' 기다리다 또 털린다",https://n.news.naver.com/article/055/0001388107
한국경제,경제,2026-09-14 11:36,"NH투자증권, 경기 광명 가지 재배 농가서 일손돕기 봉사활동",https://n.news.naver.com/article/015/0005331980
SBS,사회,2026-09-14 11:36,서울시 '16일 버스 파업 대비' 셔틀 1천500대 투입·지하철 증회,https://n.news.naver.com/article/055/0001388106
한국경제,경제,2026-09-14 11:33,"하나증권, 업비트 글로벌과 디지털자산 사업 협력 업무협약 체결",https://n.news.naver.com/article/015/0005331978
SBS,사회,2026-09-14 11:31,서울관광재단 신임 대표이사에 김병민 전 서울시 정무부시장,https://n.news.naver.com/article/055/0001388105
매일경제,사회,2026-09-14 11:30,노선 재배치에 고의로 지연 운행한 버스기사…법원 “파면은 정당”,https://n.news.naver.com/article/009/0005734767
매일경제,경제,2026-09-14 11:29,“주식·채권 6대4는 옛말”…월가 혁신가의 ‘4분할 포트폴리오’ 제안,https://n.news.naver.com/article/009/0005734765
매일경제,경제,2026-09-14 11:29,"삼바 유증, 금감원 정정요구없이 공모절차 돌입…자금조달 순항",https://n.news.naver.com/article/009/0005734766
한국경제,경제,2026-09-14 11:29,서울 상가 공실률 9%대…같은 상권인데 왜 내 건물만 빌까?,https://n.news.naver.com/article/015/0005331976
한국경제,경제,2026-09-14 11:29,"대신증권, 애프터마켓 국내주식 거래 고객 대상 경품 이벤트",https://n.news.naver.com/article/015/0005331977
SBS,사회,2026-09-14 11:29,"서울시, 21일부터 어린이·임신부·어르신에 무료 독감 예방접종",https://n.news.naver.com/article/055/0001388104
매일경제,사회,2026-09-14 11:28,"‘생일마다 이어지는 선행’…스키즈 한, 학대 피해 아동 위해 1억 기부",https://n.news.naver.com/article/009/0005734764
한국경제,사회,2026-09-14 11:28,전남광주통합시 첫 대변인에 배미경 더킹핀 전 대표,https://n.news.naver.com/article/015/0005331975
매일경제,사회,2026-09-14 11:27,‘10년 의무복무’있는 지역의사제…지역인재보다 경쟁률 높았다,https://n.news.naver.com/article/009/0005734763
SBS,정치,2026-09-14 11:27,"조국 ""이 대통령 지지율 하락, '문조털래유' 적으로 쳐낸 결과""",https://n.news.naver.com/article/055/0001388103
매일경제,생활/문화,2026-09-14 11:26,"“20년간 정비인재 500명 양성”…벤츠코리아, AET·아우스빌둥 출범식",https://n.news.naver.com/article/009/0005734762
한국경제,경제,2026-09-14 11:26,대학생 1학년도 걱정한 국가부채에…박홍근 장관 대답은?,https://n.news.naver.com/article/015/0005331974
매일경제,경제|세계,2026-09-14 11:25,"글로벌 컨설팅그룹 PwC, AI 위협에 미·인도 사업 통합",https://n.news.naver.com/article/009/0005734761
매일경제,경제,2026-09-14 11:24,“산업 난제 100건 이상 해결”…LG가 만든 ‘전문가 AI’ 보니,https://n.news.naver.com/article/009/0005734758
매일경제,사회|생활/문화,2026-09-14 11:24,"서울시, 기업에 “출근 1시간 늦춰달라” 요청…버스파업 비상대책 발표",https://n.news.naver.com/article/009/0005734759
매일경제,IT/과학,2026-09-14 11:24,"‘GLM’ 개발사 Z.AI, 50억달러 실탄 추가 확보···차세대 모델 개발 속도",https://n.news.naver.com/article/009/0005734760
한국경제,경제,2026-09-14 11:24,"화제성 폭발한 아이폰의 '두 얼굴'…""너무 비싸요"" 가격 불만",https://n.news.naver.com/article/015/0005331972
한국경제,정치,2026-09-14 11:24,"""李, 밀리면 안 된다는 생각 버려라""…與서 나온 뼈있는 경고",https://n.news.naver.com/article/015/0005331973
매일경제,사회,2026-09-14 11:23,"개보위 “로봇청소기, 영상 등 개인정보 침해 확인 못해”",https://n.news.naver.com/article/009/0005734756
매일경제,IT/과학,2026-09-14 11:23,"식약처, 공급 끊긴 필수의약품 직접 들여온다…긴급도입 14개 품목 확대",https://n.news.naver.com/article/009/0005734757
한국경제,정치,2026-09-14 11:23,"김승원 의혹에…김의겸 ""이슬만 먹고사는 분 고를 순 없어""",https://n.news.naver.com/article/015/0005331970
한국경제,사회,2026-09-14 11:23,"경북개발공사, 도청신도시에 생활 속 텃밭 운영",https://n.news.naver.com/article/015/0005331971
SBS,정치,2026-09-14 11:23,"한병도 ""국힘 거짓선동, 검증 아냐…조작 공세에 엄중 대응""",https://n.news.naver.com/article/055/0001388100
매일경제,정치,2026-09-14 11:22,용혜인 사퇴로 한숨 돌린 민주당…‘김승원 사수’에 화력 집중,https://n.news.naver.com/article/009/0005734753
매일경제,정치,2026-09-14 11:22,"윤건영, 李에 “‘밀리면 안된다’는 생각 버려야···공소 취소·연임 개헌 털어야”",https://n.news.naver.com/article/009/0005734754
매일경제,정치|경제,2026-09-14 11:22,[단독] 홍지선 장관후보도 쓴 ‘장모찬스’…주택구입 사적자금 13조 돌파,https://n.news.naver.com/article/009/0005734755
매일경제,경제|사회,2026-09-14 11:21,지방공항 중심 5대 관광권 육성…경주 ‘전국 유일 복수 도시’ 지정,https://n.news.naver.com/article/009/0005734752
한국경제,경제,2026-09-14 11:21,"""'이것' 잡으면 카타르 수출량 2배 번다""…韓업계 '새 돈줄'",https://n.news.naver.com/article/015/0005331969
SBS,정치,2026-09-14 11:21,"조국 ""이 대통령 지지율 하락, '문조털래유' 적으로 쳐낸 결과""",https://n.news.naver.com/article/055/0001388099
SBS,경제,2026-09-14 11:20,"[자막뉴스] ""직접 농사 안 지을 거면 내놔!""…정부가 접수해 ""청년에 헐값으로""",https://n.news.naver.com/article/055/0001388097
SBS,정치,2026-09-14 11:20,"이 대통령 ""수사·기소 분리에도 여성·청소년 범죄 대응 흔들리지 않도록""",https://n.news.naver.com/article/055/0001388098
매일경제,경제,2026-09-14 11:19,"“중소기업 지원 강화”…동서발전, 울산 혁신도시 공공기관과 동반성장 협력",https://n.news.naver.com/article/009/0005734749
매일경제,경제|생활/문화,2026-09-14 11:19,“한철 유행 아니었네”…한정판도 눌러앉은 ‘말차 열풍’,https://n.news.naver.com/article/009/0005734750
매일경제,세계,2026-09-14 11:19,트럼프 때문에 위기인데도…케네디센터 “트럼프 이름 달아야 생존”,https://n.news.naver.com/article/009/0005734751
SBS,사회,2026-09-14 11:19,'사업 지연' GTX-C 내일 착공…수원역서 청량리역까지 30분,https://n.news.naver.com/article/055/0001388095
SBS,세계,2026-09-14 11:19,"""사우디 송유관 가동 중단에 전 세계 원유 공급 4%↓ 위기""",https://n.news.naver.com/article/055/0001388096
매일경제,경제|사회,2026-09-14 11:18,"“죽이고 싶다” 말까지…삼성전자 노노 갈등, 위험 수위 넘었다",https://n.news.naver.com/article/009/0005734747
매일경제,IT/과학,2026-09-14 11:18,"카카오 임팩트재단, ‘기후테크 스타트업 서밋’서 ‘한국기후위크’ 출범",https://n.news.naver.com/article/009/0005734748
