언론사,섹션,발행시각,제목,URL
매일경제,사회|IT/과학,2026-09-05 08:01,"“AI 에이전트, ‘엔진’ 먼저 만들어야 토크·시간 소요 확 줄어”…10년차 기자의 AI에이전트 제작 도전기 2편",https://n.news.naver.com/article/009/0005730760
한국경제,정치|사회,2026-09-05 08:01,"[단독] ""이럴 거면 인터넷 끊어라""…PC카톡 금지에 공무원들 '술렁'",https://n.news.naver.com/article/015/0005328959
SBS,경제,2026-09-05 08:01,"주유소 기름값 16주째 하락…휘발유 1,860원·경유 1,845원",https://n.news.naver.com/article/055/0001386068
한국경제,경제,2026-09-05 07:54,"김정관 ""현대제철 美제철소, 한미 모두에 '윈윈'""",https://n.news.naver.com/article/015/0005328958
한국경제,정치,2026-09-05 07:52,혈세 유학 뒤 하루 만에 퇴직한 외교관…3억3410만원 환수,https://n.news.naver.com/article/015/0005328957
SBS,사회,2026-09-05 07:51,가평 녹수계곡서 다슬기 채취하던 70대 남성 숨져,https://n.news.naver.com/article/055/0001386067
한국경제,생활/문화,2026-09-05 07:48,전국 주유소 기름값 16주째 하락…국제유가는 급등,https://n.news.naver.com/article/015/0005328956
한국경제,세계,2026-09-05 07:45,"트럼프 특사, 러·우 연쇄 방문…평화협상 재시동",https://n.news.naver.com/article/015/0005328955
매일경제,경제,2026-09-05 07:43,“철강·부품·일자리 모두 미국에”…美가 반긴 현대제철 58억달러 투자,https://n.news.naver.com/article/009/0005730759
SBS,사회,2026-09-05 07:42,"고시생 위한 고시원?…""이젠 아냐"" 청년들이 찾는 이유",https://n.news.naver.com/article/055/0001386066
한국경제,생활/문화,2026-09-05 07:39,불꽃축제로 여의동로 전면 통제…여의나루역 오후 7~10시 무정차,https://n.news.naver.com/article/015/0005328954
한국경제,세계,2026-09-05 07:38,"트럼프 ""시진핑 부부 24일 미국 방문…훌륭한 일 해낼 것""",https://n.news.naver.com/article/015/0005328953
매일경제,경제,2026-09-05 07:33,"현대제철 들어오는 美 소도시…‘일자리 기대, 오염은 안돼’",https://n.news.naver.com/article/009/0005730758
SBS,사회,2026-09-05 07:32,올여름 안 보이더니…선선해지자 '가을 모기' 몰려온다,https://n.news.naver.com/article/055/0001386065
SBS,경제,2026-09-05 07:29,달러 환율 1년 2개월 만에 최저…더 떨어질까,https://n.news.naver.com/article/055/0001386064
SBS,사회,2026-09-05 07:28,잠든 승객 휴대전화 '슬쩍'…소매치기 피하려면?,https://n.news.naver.com/article/055/0001386063
SBS,사회,2026-09-05 07:26,"울음소리에 ""아기, 이리 와""…살해당한 아내의 마지막",https://n.news.naver.com/article/055/0001386062
매일경제,경제,2026-09-05 07:23,사탕수수밭 223만평이 제철소로…현대제철 ‘美 철강 퍼즐’ 맞췄다,https://n.news.naver.com/article/009/0005730757
SBS,사회,2026-09-05 07:17,"'술값 409만 원' 지귀연 기소…""무리한 법 적용""",https://n.news.naver.com/article/055/0001386061
한국경제,세계,2026-09-05 07:16,"트럼프 ""곡괭이산 곧 타격할 수도…이란과 충돌, 별것 아닌 일""",https://n.news.naver.com/article/015/0005328952
SBS,경제,2026-09-05 07:15,"금융노조 총파업…""금융 세계 8위 서울 두고 이전?""",https://n.news.naver.com/article/055/0001386060
한국경제,세계,2026-09-05 07:11,"트럼프 ""무역 중단"" 거론하며 Fed에 기준금리 인하 압박",https://n.news.naver.com/article/015/0005328951
SBS,사회,2026-09-05 07:09,'3인 셀카' 찍고 안 만났다더니…또 브로커와 찍은 사진,https://n.news.naver.com/article/055/0001386059
매일경제,경제,2026-09-05 07:07,억만장자들 재산 2경원…어디서 돈 벌었나 했더니,https://n.news.naver.com/article/009/0005730756
SBS,세계,2026-09-05 07:05,"""터널에 수백 명 갇혀""…진흙더미 쌓이고 흙탕물 잠겨",https://n.news.naver.com/article/055/0001386058
한국경제,경제,2026-09-05 07:04,고용 호조에 9월 美금리 인상 가능성 58%…3대지수 하락 [뉴욕증시 브리핑],https://n.news.naver.com/article/015/0005328950
매일경제,사회,2026-09-05 07:01,"허가는 받았는데, 왜 다시 법정에 서야할까 [지평 기후에너지리포트]",https://n.news.naver.com/article/009/0005730754
매일경제,사회,2026-09-05 07:01,"매경이 전하는 세상의 지식 (매-세-지, 9월 5일)",https://n.news.naver.com/article/009/0005730755
한국경제,경제,2026-09-05 07:01,"한집에서 20년 살았는데…""보유세만 1억 내야할 판"" 한숨 [고정삼의 절세GPT]",https://n.news.naver.com/article/015/0005328948
한국경제,경제,2026-09-05 07:01,"[토요칼럼] 부동산 정책, 유일한 정답 찾기에서 벗어나야",https://n.news.naver.com/article/015/0005328949
SBS,사회,2026-09-05 07:00,"남양주 창고서 불…연기 다량 발생, 진화 중",https://n.news.naver.com/article/055/0001386057
SBS,사회,2026-09-05 06:59,오늘 여의도 불꽃축제로 교통통제…여의나루역 19시부터 3시간 무정차,https://n.news.naver.com/article/055/0001386056
매일경제,경제|세계,2026-09-05 06:48,"트럼프 “시진핑 부부, 이달 24일 미 방문…국빈만찬 열 것”",https://n.news.naver.com/article/009/0005730753
매일경제,경제|생활/문화,2026-09-05 06:46,"한국車 다 죽이겠다?…‘중국산’ 무시했는데, 테슬라·BYD 판매폭증에 위기일발 [최기성의 허브車]",https://n.news.naver.com/article/009/0005730752
매일경제,세계,2026-09-05 06:40,트럼프 “곡괭이산 곧 공격할 수도…이란 전역서 이동하는 모든 사람 알아”,https://n.news.naver.com/article/009/0005730751
SBS,생활/문화,2026-09-05 06:33,[날씨] 맑고 선선한 주말…강원 산지·동해안 약한 비,https://n.news.naver.com/article/055/0001386055
SBS,사회,2026-09-05 06:29,오늘 세계불꽃축제…'명당 돗자리' 수십만 원 거래 논란,https://n.news.naver.com/article/055/0001386054
매일경제,경제|사회|생활/문화,2026-09-05 06:26,“오늘 배달 안 가요” 여의도·한강 일대 배달 안 되는 시간 보니,https://n.news.naver.com/article/009/0005730750
SBS,사회,2026-09-05 06:26,"""직장 잃을까 봐 범행""…사이코패스 ""기준 미달""",https://n.news.naver.com/article/055/0001386053
SBS,정치,2026-09-05 06:25,"""성차별 만연 '언더 조직' 문화, 용혜인 직접 답해야""",https://n.news.naver.com/article/055/0001386052
SBS,정치,2026-09-05 06:22,"한동훈 ""김승원, '승인되는 순간 수천억' 언급""",https://n.news.naver.com/article/055/0001386051
SBS,사회,2026-09-05 06:19,부산 예인선 침몰 나흘째…기상 악화에 수중 수색 중단,https://n.news.naver.com/article/055/0001386050
SBS,세계,2026-09-05 06:15,미국 고용시장 호조…트럼프는 금리 인하 압박,https://n.news.naver.com/article/055/0001386049
SBS,세계,2026-09-05 06:13,"한국인 9명 실종자 수색 난항…네팔군 ""도보 수색 불허""",https://n.news.naver.com/article/055/0001386048
매일경제,경제,2026-09-05 06:12,“500만원 썼더니 이자만 95만원”…현금서비스 쓴 10명 중 8명 ‘금리 20%’,https://n.news.naver.com/article/009/0005730749
SBS,정치,2026-09-05 06:10,"""호르무즈 파병안 아직 정해진 건 없어""…범여권 '반발'",https://n.news.naver.com/article/055/0001386047
SBS,사회,2026-09-05 06:06,[모닝와이드] 오늘의 주요뉴스,https://n.news.naver.com/article/055/0001386046
한국경제,경제,2026-09-05 06:01,반찬 팔더니 1000억 쓸어 담았다…'초대박 비결' 알고 보니 [권용훈의 트렌드워치],https://n.news.naver.com/article/015/0005328944
한국경제,IT/과학,2026-09-05 06:01,"""일하느라 찐 살 회삿돈으로 빼라""…'파격 복지' 내건 기업",https://n.news.naver.com/article/015/0005328945
한국경제,경제,2026-09-05 06:01,'美서 쇳물 뽑아 자동차까지'…정의선 '8조 승부수' 띄웠다,https://n.news.naver.com/article/015/0005328946
한국경제,경제|세계,2026-09-05 06:01,"트럼프 ""금리 안 낮추면 무역 중단""…막무가내 발언 왜 나왔나 [Fed 워치]",https://n.news.naver.com/article/015/0005328947
매일경제,경제,2026-09-05 06:00,“갑자기 서울을 떠나라니요”…금융공기관 ‘지방이전 반대’ 3만명 거리로,https://n.news.naver.com/article/009/0005730746
매일경제,경제,2026-09-05 06:00,"“주식이랑 완전히 반대로 가는건가요?”…비트코인, 최근 상승세 봤더니",https://n.news.naver.com/article/009/0005730747
매일경제,사회,2026-09-05 06:00,7일부터 ‘수시 눈치전쟁’…N수생·지역의사·무상등록금 변수넘쳐,https://n.news.naver.com/article/009/0005730748
매일경제,경제,2026-09-05 05:59,두쪽난 연준과 불안한 금리와 그걸 지켜보는 우리…전망도 딱 ‘반반’,https://n.news.naver.com/article/009/0005730744
매일경제,경제|세계,2026-09-05 05:59,트럼프 “피부색 다르면 장학금 준다고?”…소수인종 배려한 학교 경고,https://n.news.naver.com/article/009/0005730745
SBS,세계,2026-09-05 05:58,"트럼프 ""시진핑 부부, 9월 24일 미 방문…국빈만찬 열 것""",https://n.news.naver.com/article/055/0001386045
SBS,사회,2026-09-05 05:55,인천 드림파크스포츠센터 주차장서 차량 화재…1명 숨진 채 발견,https://n.news.naver.com/article/055/0001386044
SBS,세계,2026-09-05 04:46,"""기름 훔치려다""…나이지리아서 유독가스 흡입 최소 43명 사망",https://n.news.naver.com/article/055/0001386043
SBS,세계,2026-09-05 04:43,"트럼프 ""이란 '곡괭이산' 곧 공격할 수도 있다""",https://n.news.naver.com/article/055/0001386042
SBS,세계,2026-09-05 01:27,"트럼프 ""연준 금리인하 안 하면 미국이 적자 보는 나라와 무역 중단""",https://n.news.naver.com/article/055/0001386041
SBS,세계,2026-09-05 01:08,"한국인 9명 실종지역 도보수색 불허…네팔군 ""위험""",https://n.news.naver.com/article/055/0001386040
한국경제,경제|세계,2026-09-05 01:05,"젠슨 황, 챗GPT 대항마 키운다 [박신영의 개장전 요것만]",https://n.news.naver.com/article/015/0005328943
한국경제,경제|세계,2026-09-05 00:44,"美 국채서 떠나려는 국부펀드는 어디?…주가 부진, 메모리는 잘못이 없다[박신영의 개장전 요것만]",https://n.news.naver.com/article/015/0005328942
SBS,정치,2026-09-05 00:19,"민주당 전대 여론조사 조작의혹 유튜버, 김민석 명예훼손 등으로 고소",https://n.news.naver.com/article/055/0001386039
한국경제,생활/문화,2026-09-05 00:01,[오늘의 운세] 오늘 뭐 먹지?…9월 5일 띠별 추천 점심메뉴,https://n.news.naver.com/article/015/0005328930
한국경제,생활/문화,2026-09-05 00:01,[오늘의 운세] 2026년 9월 5일 별자리 운세,https://n.news.naver.com/article/015/0005328931
한국경제,생활/문화,2026-09-05 00:01,[오늘의 운세] 2026년 9월 5일 오행별 행운의 컬러,https://n.news.naver.com/article/015/0005328932
