언론사,섹션,발행시각,제목,URL
SBS,세계,2026-09-20 11:38,"앤트로픽, 미 샌프란에 '생물학 연구실' 구축…신약 연구 가속",https://n.news.naver.com/article/055/0001389715
한국경제,세계,2026-09-20 11:37,"한국 '수영 간판' 황선우, 결승 진출…김영범도 3위 올라",https://n.news.naver.com/article/015/0005334239
매일경제,정치,2026-09-20 11:31,[단독] 보금자리론 20대 LTV 68.2%…전 연령대 최고,https://n.news.naver.com/article/009/0005737772
한국경제,경제,2026-09-20 11:31,사람 없는 무대에 관객 몰렸다…AI 아이돌 첫 오프라인 공연 [차이나 워치],https://n.news.naver.com/article/015/0005334238
SBS,세계,2026-09-20 11:31,"일본 요미우리 ""한미일, 북극권 활용 협력 양해각서 체결 전망""",https://n.news.naver.com/article/055/0001389714
매일경제,사회,2026-09-20 11:26,"“옷 잡아당긴 노인, 발길질로 맞선 여성”…2호선 노약자석 몸싸움 영상 ‘시끌’",https://n.news.naver.com/article/009/0005737771
한국경제,경제,2026-09-20 11:25,"구광모, 청년들에 '1억' 건넨 이유…""미래 인재로 AI 키운다""",https://n.news.naver.com/article/015/0005334237
SBS,경제,2026-09-20 11:21,"""귀성 24일 오전·귀경 25일 오후 가장 혼잡""",https://n.news.naver.com/article/055/0001389713
매일경제,경제,2026-09-20 11:19,“똑같이 1시간 고장 나도 위험은 다르다”…항행시설 장애평가 확 바꾼다,https://n.news.naver.com/article/009/0005737770
SBS,정치,2026-09-20 11:19,"김민석 ""대통령, 개헌 걸림돌 정리…진지한 논의로 전환할 때""",https://n.news.naver.com/article/055/0001389712
매일경제,경제,2026-09-20 11:18,“신규 회원 늘리려 개인정보 19만건 넘겼다”…진화하는 카드 모집 불법영업,https://n.news.naver.com/article/009/0005737768
매일경제,생활/문화,2026-09-20 11:18,“하루 1450만잔씩 팔렸다”…커피믹스 1위 지킨 ‘노란 봉지’의 비결,https://n.news.naver.com/article/009/0005737769
매일경제,경제,2026-09-20 11:17,"“TSMC·삼성전자 빈틈 노렸더니, 주문 감당 안 돼”…목표가 20만원으로 뛴 DB하이텍",https://n.news.naver.com/article/009/0005737767
매일경제,세계,2026-09-20 11:14,"“내 조국이지만 다시 태어나면 거른다, 이민가라”…억만장자의 분노",https://n.news.naver.com/article/009/0005737766
